y_x,area
12736_28051,56726.99138118585
12736_28052,51479.766601113966
12736_28053,1123.7205294899413
12736_28054,1144828.3459216796
12736_28055,1017130.9322247164
12736_28056,14814.288354304264
12736_28057,10015.564991168754
12736_28058,8935.232789187286
12737_28002,58812.20875459265
12737_28008,5360.4660897072945
12737_28009,617.6739206091537
12737_28010,3694.144908212701
12737_28011,11666.731834397286
12737_28012,88.74187231779469
12737_28013,828.776512588282
12737_28014,13342.172617110566
12737_28018,4283.987720870087
12737_28019,6787.6570367434315
12737_28020,6557.572204419733
12737_28021,7085.749623621843
12737_28022,19231.96491467305
12737_28023,0.0
12737_28024,3140.6712632286494
12737_28025,0.0
12737_28026,4906.608276598319
12737_28027,2244.138175015618
12737_28028,4909.14246092961
12737_28029,4920.956337252743
12737_28030,3733.4039988200207
12737_28031,0.0
12737_28033,500.05418924919184
12737_28034,1125.8476335497433
12737_28035,14083.79856895917
12737_28036,7526.125444072121
12737_28037,20178.993935158138
12737_28038,11323.126505009788
12737_28039,4453.052375348801
12737_28040,17394.352011040395
12737_28041,251.86877696301343
12737_28042,0.0
12737_28043,0.0
12737_28044,70.46643537175314
12737_28045,35707.81174569743
12737_28046,22717.52597945815
12737_28047,14811.400188128513
12737_28048,156966.3447649322
12737_28049,306081.6847306403
12737_28050,326426.0711263657
12737_28051,12293.61002073879
12737_28052,362041.9317111928
12737_28053,663350.7769181193
12737_28054,1068663.7765196485
12737_28055,410531.72096979525
12737_28056,12718.652456937425
12737_28057,27098.29330278456
12737_28058,20235.375711951332
12737_28059,0.0
12737_28064,15994.20230031771
12737_28065,1457.3488343351135
12737_28066,6794.078174289956
12737_28067,0.0
12737_28068,0.0
12737_28069,7430.947734219669
12737_28070,15493.111257569866
12738_28002,145715.07584460903
12738_28003,4036.577227351865
12738_28008,0.0
12738_28009,0.0
12738_28010,2180.396431283351
12738_28011,9875.130935036554
12738_28012,7196.5523815813285
12738_28013,2310.8767090355004
12738_28014,20113.946729025512
12738_28015,7395.996060279673
12738_28016,3993.907286888561
12738_28017,39.11097950587752
12738_28018,0.0
12738_28019,1032.956515684554
12738_28020,0.0
12738_28021,3271.1020271277616
12738_28022,16982.05448105302
12738_28023,1634.5375330563882
12738_28024,0.0
12738_28025,0.0
12738_28026,16679.434280625566
12738_28027,1697.8932558927634
12738_28028,7313.758597513232
12738_28029,7080.9608321804235
12738_28030,7911.105512998215
12738_28031,0.0
12738_28032,0.0
12738_28033,1681.3994986691607
12738_28034,10121.771701100914
12738_28035,491.79021070374915
12738_28036,64135.00459686901
12738_28037,31913.178676420473
12738_28038,14506.144823205801
12738_28039,995.8021826154112
12738_28040,3673.4966140372358
12738_28041,9367.756387773416
12738_28042,9745.5810637317
12738_28043,6121.6141197501975
12738_28044,58595.17214803791
12738_28045,95974.15625094347
12738_28046,60577.53208018742
12738_28047,26657.952441009795
12738_28048,57108.07402396111
12738_28049,7668.6304779927805
12738_28050,1836.024039044801
12738_28051,24298.249037281603
12738_28052,661037.2611128772
12738_28053,1007308.5577718812
12738_28054,1084940.4585854537
12738_28055,248733.8733252252
12738_28056,14384.750142343071
12738_28057,58315.103693499324
12738_28058,18417.905438793026
12738_28059,339.79803960074787
